location,total_sqft,bath,price,bhk,price_per_sqft
CV Raman Nagar,1125.0,2.0,46.0,2,4088.8888888888887
other,1864.0,3.0,120.0,3,6437.768240343347
Whitefield,1115.0,2.0,51.91,2,4655.605381165919
Rajaji Nagar,1200.0,2.0,70.0,2,5833.333333333333
other,950.0,2.0,57.0,2,6000.0
Bellandur,1200.0,2.0,62.0,2,5166.666666666667
other,1735.0,3.0,70.0,3,4034.5821325648417
HSR Layout,1009.0,2.0,56.0,2,5550.049554013875
Bannerghatta Road,1527.0,3.0,115.0,3,7531.106745252128
other,985.0,2.0,45.0,2,4568.527918781726
Whitefield,1277.0,2.0,77.0,2,6029.757243539546
other,1100.0,2.0,62.0,2,5636.363636363636
Whitefield,1820.0,3.0,140.0,3,7692.307692307692
Hennur,1255.0,2.0,52.35,2,4171.314741035857
Somasundara Palya,1140.0,2.0,46.0,2,4035.0877192982457
Electronic City Phase II,1025.0,2.0,29.6,2,2887.8048780487807
Uttarahalli,1490.0,2.0,59.6,3,4000.0
Sarjapur  Road,1850.0,3.0,140.0,3,7567.5675675675675
Kaikondrahalli,1250.0,2.0,78.0,2,6240.0
Jalahalli,1244.0,2.0,88.0,2,7073.954983922829
Sarjapur  Road,1034.0,2.0,38.0,2,3675.0483558994197
Kasavanhalli,1719.0,3.0,71.0,3,4130.308318789994
7th Phase JP Nagar,1035.0,2.0,39.33,2,3800.0
Hosa Road,1470.0,2.0,84.22,3,5729.251700680272
Yelahanka,1140.0,2.0,50.66,2,4443.859649122807
Harlur,1752.12,3.0,125.0,3,7134.214551514737
Bannerghatta Road,1660.0,3.0,85.0,3,5120.481927710844
other,1392.0,3.0,69.46,3,4989.942528735632
Whitefield,1245.0,2.0,59.76,2,4800.0
Yeshwanthpur,1162.0,2.0,64.08,2,5514.629948364888
Singasandra,1476.0,2.0,73.0,3,4945.79945799458
Jigani,943.0,2.0,48.0,2,5090.1378579003185
Sarjapur  Road,1113.0,2.0,44.5,2,3998.2030548068283
Varthur,1615.0,3.0,69.43,3,4299.071207430341
other,1279.0,2.0,100.0,2,7818.608287724785
other,1256.0,2.0,60.0,2,4777.070063694267
other,1350.0,3.0,65.0,3,4814.814814814815
other,1525.0,3.0,68.63,3,4500.327868852459
Hebbal,1645.0,3.0,117.0,3,7112.462006079028
Ardendale,1777.26,3.0,92.0,3,5176.507657855351
Varthur,1210.0,2.0,64.15,2,5301.652892561984
Kanakpura Road,1401.0,3.0,69.0,3,4925.0535331905785
other,1185.0,2.0,42.66,2,3600.0
Green Glen Layout,1751.0,3.0,115.0,3,6567.6756139348945
Bannerghatta Road,1880.0,3.0,96.5,3,5132.978723404255
Channasandra,1175.0,2.0,38.0,2,3234.0425531914893
Jalahalli,1407.0,2.0,98.49,2,7000.0
Yelachenahalli,1000.0,2.0,50.0,2,5000.0
Electronic City,1518.0,3.0,75.0,3,4940.711462450593
Tumkur Road,1027.0,2.0,67.0,2,6523.855890944498
HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
other,1120.0,2.0,60.0,2,5357.142857142857
Hennur Road,1030.0,2.0,46.5,2,4514.563106796117
Kammasandra,1057.0,2.0,35.0,2,3311.2582781456954
Hormavu,1075.0,2.0,53.7,2,4995.3488372093025
Singasandra,1139.7,2.0,45.0,2,3948.407475651487
Whitefield,1074.0,2.0,42.8,2,3985.102420856611
Whitefield,1200.0,2.0,46.13,2,3844.1666666666665
Sarjapur  Road,1323.0,2.0,74.0,2,5593.348450491308
Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
Kalena Agrahara,900.0,2.0,40.0,2,4444.444444444444
Hebbal,1920.0,3.0,134.0,3,6979.166666666667
Bannerghatta Road,1550.0,3.0,96.0,3,6193.548387096775
Gunjur,1588.0,2.0,90.0,3,5667.506297229219
other,1308.0,2.0,86.0,2,6574.923547400612
Thanisandra,1719.0,3.0,135.0,3,7853.4031413612565
Horamavu Agara,1107.83,2.0,41.51,2,3746.964787016059
Whitefield,1200.0,2.0,45.84,2,3820.0
Jakkur,1660.0,3.0,104.0,3,6265.060240963855
Nagavara,1247.0,2.0,58.56,2,4696.0705693664795
Thanisandra,1595.0,3.0,96.0,3,6018.808777429467
Kaggadasapura,1175.0,2.0,50.0,2,4255.31914893617
Old Airport Road,1184.0,2.0,78.0,2,6587.8378378378375
other,1100.0,2.0,55.0,2,5000.0
Yelahanka,1200.0,2.0,60.0,2,5000.0
other,1000.0,2.0,45.0,2,4500.0
Uttarahalli,1000.0,2.0,52.0,2,5200.0
Yelahanka,1705.0,3.0,85.0,3,4985.337243401759
Varthur,1402.0,2.0,95.0,2,6776.034236804565
other,1225.0,2.0,71.05,2,5800.0
5th Phase JP Nagar,1080.0,2.0,53.0,2,4907.407407407408
Begur Road,1100.0,2.0,42.6,2,3872.7272727272725
Bannerghatta Road,1200.0,2.0,78.0,2,6500.0
Begur Road,1565.0,2.0,57.91,3,3700.3194888178914
Kothanur,1581.0,3.0,76.0,3,4807.084123972169
Abbigere,985.0,2.0,38.92,2,3951.269035532995
Sarjapur,950.0,2.0,35.0,2,3684.2105263157896
other,1339.0,2.0,55.0,2,4107.542942494399
other,1449.0,3.0,72.0,3,4968.944099378882
other,1100.0,2.0,38.68,2,3516.3636363636365
other,1100.0,2.0,55.0,2,5000.0
Electronic City,1140.0,2.0,32.92,2,2887.719298245614
other,1300.0,2.0,95.0,2,7307.692307692308
Kanakpura Road,1220.0,2.0,60.0,2,4918.0327868852455
Whitefield,1170.0,2.0,56.0,2,4786.324786324786
other,1350.0,2.0,89.5,2,6629.62962962963
Thanisandra,1698.0,3.0,125.0,3,7361.601884570083
Ambalipura,1060.0,2.0,58.5,2,5518.867924528302
Somasundara Palya,1185.0,2.0,75.0,2,6329.113924050633
Vittasandra,1404.0,2.0,72.0,2,5128.205128205128
Electronic City Phase II,1252.0,2.0,67.0,2,5351.437699680511
Bannerghatta Road,1885.0,3.0,125.0,3,6631.29973474801
Hormavu,980.0,2.0,42.0,2,4285.714285714285
Banashankari,1420.0,3.0,66.0,3,4647.887323943662
other,1175.0,2.0,70.0,2,5957.446808510638
other,1145.0,2.0,51.0,2,4454.14847161572
Bhoganhalli,970.0,2.0,52.5,2,5412.371134020618
Electronic City,1125.0,2.0,32.49,2,2888.0
Whitefield,1639.5,3.0,92.63,3,5649.893260140287
Yeshwanthpur,1166.0,2.0,64.08,2,5495.711835334477
other,1460.0,2.0,90.0,3,6164.3835616438355
other,1090.0,2.0,32.0,2,2935.7798165137615
Thanisandra,1732.0,3.0,85.73,3,4949.769053117783
Whitefield,1390.0,2.0,72.0,2,5179.856115107914
Sector 2 HSR Layout,1095.0,2.0,85.41,2,7800.0
Bannerghatta Road,1453.0,2.0,73.0,3,5024.088093599449
Thanisandra,1226.0,2.0,65.0,2,5301.794453507341
Bannerghatta,1776.0,3.0,124.0,3,6981.981981981982
Whitefield,1634.0,3.0,68.0,3,4161.566707466341
other,1650.0,3.0,95.0,3,5757.575757575758
Whitefield,1190.0,2.0,70.0,2,5882.35294117647
JP Nagar,1133.0,2.0,33.99,2,3000.0
other,1559.0,3.0,62.0,3,3976.9082745349583
Kodichikkanahalli,976.0,2.0,50.0,2,5122.950819672131
Yelahanka,1633.0,3.0,110.0,3,6736.068585425597
Ramagondanahalli,1151.0,2.0,46.0,2,3996.524761077324
Uttarahalli,1037.0,2.0,36.0,2,3471.552555448409
Thanisandra,1188.0,2.0,36.0,2,3030.3030303030305
other,1060.0,2.0,52.0,2,4905.66037735849
Hennur,1255.0,2.0,54.5,2,4342.629482071713
Hormavu,1075.0,2.0,53.7,2,4995.3488372093025
Kudlu Gate,1183.0,2.0,79.54,2,6723.584108199494
HSR Layout,1100.0,2.0,44.0,2,4000.0
other,1643.0,2.0,70.0,3,4260.49908703591
Jakkur,1291.0,2.0,75.0,2,5809.450038729667
Electronic City,1060.0,2.0,55.0,2,5188.679245283019
7th Phase JP Nagar,1575.0,2.0,110.0,3,6984.126984126984
Mahadevpura,1236.0,2.0,58.0,2,4692.556634304207
Electronic City,1200.0,2.0,34.66,2,2888.333333333333
Harlur,1225.0,2.0,56.0,2,4571.428571428572
Thanisandra,1056.0,2.0,75.0,2,7102.272727272727
Kudlu Gate,1850.0,3.0,110.0,3,5945.945945945946
Jigani,918.0,2.0,56.0,2,6100.217864923748
Munnekollal,1540.0,2.0,70.0,3,4545.454545454545
Lakshminarayana Pura,1200.0,2.0,80.0,2,6666.666666666667
other,927.0,2.0,37.0,2,3991.3700107874865
CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
Hosur Road,1345.0,2.0,106.0,2,7881.0408921933085
8th Phase JP Nagar,1510.0,2.0,80.0,2,5298.013245033113
other,1500.0,3.0,61.52,3,4101.333333333333
Kadugodi,1088.0,2.0,44.0,2,4044.1176470588234
Sahakara Nagar,1200.0,2.0,46.0,2,3833.3333333333335
TC Palaya,1995.0,3.0,100.0,3,5012.5313283208025
Haralur Road,1309.0,2.0,82.0,2,6264.323911382735
5th Phase JP Nagar,1041.0,2.0,54.0,2,5187.319884726225
Sarjapur  Road,1505.0,2.0,60.0,3,3986.7109634551493
Bellandur,1767.0,3.0,89.0,3,5036.785512167516
other,1293.0,2.0,80.0,2,6187.161639597834
Kengeri,1320.0,2.0,50.0,2,3787.878787878788
other,1280.0,2.0,68.48,2,5350.0
Thanisandra,1245.0,2.0,83.05,2,6670.682730923695
Yelenahalli,1200.0,2.0,46.17,2,3847.5
Kannamangala,1814.0,3.0,129.0,3,7111.35611907387
Ramagondanahalli,1610.0,2.0,112.0,3,6956.521739130435
Kasavanhalli,1600.0,3.0,79.0,3,4937.5
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Kanakpura Road,1452.0,3.0,60.98,3,4199.724517906336
other,1475.0,3.0,75.0,3,5084.745762711865
Electronic City,1353.0,2.0,75.0,2,5543.2372505543235
Sahakara Nagar,1270.0,2.0,96.0,2,7559.055118110236
BTM 2nd Stage,1400.0,2.0,90.0,2,6428.571428571428
Kanakpura Road,1700.0,3.0,75.0,3,4411.764705882353
Kasavanhalli,1585.0,2.0,90.0,2,5678.233438485804
Kothanur,1385.0,3.0,67.0,3,4837.545126353791
Electronic City,1128.0,2.0,67.0,2,5939.7163120567375
HSR Layout,1203.0,2.0,60.0,2,4987.5311720698255
Hennur Road,1450.0,3.0,79.0,3,5448.275862068966
Varthur,1105.0,2.0,38.0,2,3438.914027149321
Channasandra,1200.0,2.0,46.13,2,3844.1666666666665
Jalahalli,1530.0,2.0,89.0,3,5816.993464052288
Whitefield,1105.0,2.0,35.4,2,3203.6199095022625
Dasarahalli,1333.0,2.0,78.56,2,5893.473368342085
other,1065.0,2.0,45.0,2,4225.352112676056
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Old Madras Road,1530.0,3.0,76.34,3,4989.5424836601305
Margondanahalli,1200.0,2.0,65.0,2,5416.666666666667
Whitefield,1270.0,2.0,94.0,2,7401.574803149606
Bellandur,1830.0,3.0,89.0,3,4863.3879781420765
Bannerghatta Road,1450.0,2.0,78.0,3,5379.310344827586
other,1525.0,3.0,65.0,3,4262.295081967213
other,1080.0,2.0,67.0,2,6203.7037037037035
other,1220.0,2.0,72.0,2,5901.639344262295
Begur Road,1200.0,2.0,44.4,2,3700.0
Bommanahalli,1355.0,2.0,73.17,2,5400.0
other,1500.0,2.0,60.0,2,4000.0
Koramangala,1355.0,2.0,95.0,2,7011.070110701107
Electronic City,1070.0,2.0,57.0,2,5327.102803738318
other,1884.0,3.0,95.0,3,5042.462845010616
other,1100.0,2.0,75.0,2,6818.181818181818
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
Budigere,1820.0,3.0,85.0,3,4670.32967032967
Thanisandra,1185.0,2.0,43.5,2,3670.8860759493673
Whitefield,1220.0,2.0,89.0,2,7295.081967213115
Whitefield,1116.0,2.0,51.91,2,4651.433691756272
6th Phase JP Nagar,1192.0,2.0,75.0,2,6291.946308724832
Marathahalli,1449.0,3.0,110.0,3,7591.44237405107
Electronic City,1700.0,3.0,90.0,3,5294.117647058823
Hebbal,1920.0,3.0,150.0,3,7812.5
other,1350.0,2.0,90.0,2,6666.666666666667
other,1700.0,3.0,74.0,3,4352.941176470588
Kanakpura Road,1329.0,2.0,107.0,2,8051.166290443943
Hosa Road,1513.0,3.0,103.0,3,6807.666886979511
Vittasandra,1246.0,2.0,67.5,2,5417.335473515249
Dasarahalli,1220.0,2.0,62.0,2,5081.9672131147545
Kaval Byrasandra,1400.0,3.0,75.0,3,5357.142857142857
Kasavanhalli,1245.0,2.0,80.0,2,6425.70281124498
other,1495.0,2.0,63.0,3,4214.046822742475
other,996.0,2.0,36.5,2,3664.6586345381525
Yelahanka New Town,1000.0,2.0,44.0,2,4400.0
other,1250.0,2.0,75.0,2,6000.0
Electronics City Phase 1,1080.0,2.0,46.0,2,4259.259259259259
other,1230.0,2.0,50.0,2,4065.040650406504
Horamavu Agara,1220.0,2.0,39.0,2,3196.72131147541
Green Glen Layout,1750.0,3.0,105.0,3,6000.0
Whitefield,1436.0,2.0,62.15,3,4327.994428969359
Varthur,1560.0,3.0,90.0,3,5769.2307692307695
other,1275.0,2.0,59.0,2,4627.450980392156
other,1040.0,2.0,36.4,2,3500.0
Yeshwanthpur,1195.0,2.0,100.0,2,8368.200836820084
Yelahanka,1195.0,2.0,53.105,2,4443.933054393306
Kudlu,1027.0,2.0,44.0,2,4284.323271665044
Banashankari,1100.0,2.0,63.0,2,5727.272727272727
Kammasandra,1500.0,3.0,65.0,3,4333.333333333333
Vittasandra,1246.0,2.0,67.5,2,5417.335473515249
Bhoganhalli,1718.0,3.0,90.2,3,5250.291036088475
other,1480.0,3.0,75.48,3,5100.0
Kanakpura Road,1041.0,2.0,36.44,2,3500.480307396734
other,1128.0,2.0,48.4,2,4290.780141843971
Hosur Road,1685.0,3.0,90.0,3,5341.246290801187
other,1180.0,2.0,65.0,2,5508.474576271186
other,1200.0,2.0,60.0,2,5000.0
other,1000.0,2.0,45.0,2,4500.0
Vittasandra,1404.0,2.0,70.0,2,4985.754985754986
Varthur,1760.0,2.0,85.0,2,4829.545454545455
other,975.0,2.0,55.0,2,5641.025641025641
other,1190.0,2.0,42.0,2,3529.4117647058824
Kudlu,1110.0,2.0,46.0,2,4144.144144144144
Gunjur,1235.0,2.0,44.5,2,3603.2388663967613
other,1275.0,2.0,55.0,2,4313.725490196079
Harlur,1197.0,2.0,76.0,2,6349.206349206349
Bellandur,1251.0,2.0,47.0,2,3756.994404476419
Neeladri Nagar,1105.0,2.0,30.0,2,2714.9321266968327
other,1080.0,2.0,38.0,2,3518.5185185185187
NRI Layout,1731.0,3.0,64.11,3,3703.639514731369
Hormavu,1206.0,2.0,55.0,2,4560.530679933665
Choodasandra,1560.0,3.0,78.0,3,5000.0
Attibele,1700.0,3.0,65.0,3,3823.529411764706
HRBR Layout,1145.0,2.0,68.5,2,5982.532751091703
Brookefield,1589.0,3.0,74.0,3,4657.016991818754
Yelahanka New Town,1426.0,2.0,61.5,3,4312.762973352033
Green Glen Layout,1885.0,3.0,135.0,3,7161.803713527852
Old Madras Road,935.0,2.0,37.77,2,4039.5721925133694
Old Madras Road,1171.0,2.0,73.0,2,6233.98804440649
Singasandra,1465.0,2.0,60.0,2,4095.563139931741
Budigere,1820.0,3.0,95.0,3,5219.780219780219
Raja Rajeshwari Nagar,1580.0,2.0,66.85,3,4231.012658227847
Hennur Road,1445.0,2.0,89.56,3,6197.923875432526
other,1170.0,2.0,39.0,2,3333.3333333333335
other,1070.0,2.0,50.0,2,4672.897196261682
Kothanur,1140.0,2.0,56.0,2,4912.2807017543855
other,1532.0,3.0,59.75,3,3900.1305483028723
other,1150.0,2.0,46.0,2,4000.0
Jakkur,1473.0,2.0,85.0,2,5770.536320434488
Kathriguppe,1350.0,3.0,80.99,3,5999.259259259258
Hoodi,1660.0,3.0,128.0,3,7710.843373493976
other,1495.0,3.0,90.0,3,6020.066889632107
R.T. Nagar,1080.0,2.0,48.0,2,4444.444444444444
Electronic City,1521.0,2.0,57.5,3,3780.4076265614726
other,1053.0,2.0,51.0,2,4843.304843304843
7th Phase JP Nagar,1050.0,2.0,42.0,2,4000.0
Uttarahalli,1000.0,2.0,39.5,2,3950.0
Bannerghatta Road,1630.0,3.0,68.0,3,4171.7791411042945
Kammasandra,985.0,2.0,40.5,2,4111.675126903553
BTM 2nd Stage,1200.0,2.0,70.0,2,5833.333333333333
Ambalipura,1650.0,3.0,100.0,3,6060.606060606061
other,1000.0,2.0,60.0,2,6000.0
Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
Nagarbhavi,1635.0,3.0,85.0,3,5198.7767584097855
HSR Layout,1120.0,2.0,70.0,2,6250.0
Hennur Road,973.0,2.0,50.74,2,5214.799588900309
Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
other,1470.0,2.0,60.0,3,4081.6326530612246
other,1275.0,2.0,76.0,2,5960.78431372549
Kothanur,1787.0,3.0,120.0,3,6715.165081141578
Yeshwanthpur,1692.0,3.0,108.0,3,6382.978723404255
Bannerghatta Road,1400.0,3.0,69.0,3,4928.571428571428
Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
Whitefield,1370.0,2.0,56.0,2,4087.5912408759123
Whitefield,1050.0,2.0,43.0,2,4095.2380952380954
other,1035.0,2.0,42.5,2,4106.280193236715
Sarjapur  Road,1800.0,3.0,128.0,3,7111.111111111111
Green Glen Layout,1625.0,3.0,70.0,3,4307.692307692308
Electronics City Phase 1,1032.0,2.0,31.99,2,3099.8062015503874
Whitefield,1496.0,2.0,71.81,3,4800.133689839572
other,1100.0,2.0,38.0,2,3454.5454545454545
Electronic City Phase II,1125.0,2.0,32.63,2,2900.444444444445
other,1555.0,3.0,73.0,3,4694.5337620578775
Amruthahalli,1025.0,2.0,42.0,2,4097.5609756097565
Hennur Road,1482.0,2.0,83.73,3,5649.797570850203
Arekere,900.0,2.0,44.5,2,4944.444444444444
Yelahanka,1355.0,2.0,75.0,3,5535.055350553505
Akshaya Nagar,1200.0,2.0,45.0,2,3750.0
other,1563.0,3.0,63.0,3,4030.7101727447216
Basaveshwara Nagar,1200.0,2.0,70.0,2,5833.333333333333
Marathahalli,1360.0,2.0,101.0,2,7426.470588235294
Hegde Nagar,1835.0,3.0,88.0,3,4795.6403269754765
Rachenahalli,1756.0,3.0,110.0,3,6264.236902050114
Haralur Road,1300.0,2.0,75.0,2,5769.2307692307695
Anandapura,1141.0,2.0,50.0,2,4382.120946538124
Electronic City,1210.0,2.0,55.0,2,4545.454545454545
Hormavu,1310.0,2.0,67.0,2,5114.503816793893
Gubbalala,1745.0,3.0,140.0,3,8022.9226361031515
Raja Rajeshwari Nagar,1050.0,2.0,37.0,2,3523.809523809524
Electronic City Phase II,1140.0,2.0,34.0,2,2982.4561403508774
Varthur,1210.0,2.0,54.0,2,4462.809917355372
Kasavanhalli,2035.0,3.0,142.0,3,6977.886977886978
Varthur,1112.0,2.0,40.0,2,3597.122302158273
other,1200.0,2.0,82.0,2,6833.333333333333
other,1419.0,3.0,85.0,3,5990.133897110642
other,1195.0,2.0,42.4,2,3548.1171548117154
Bommasandra Industrial Area,1125.0,2.0,32.49,2,2888.0
other,1165.0,2.0,59.8,2,5133.0472103004295
other,933.0,2.0,55.0,2,5894.962486602358
Billekahalli,1125.0,2.0,65.0,2,5777.777777777777
AECS Layout,2000.0,3.0,90.0,3,4500.0
Kundalahalli,1724.0,3.0,128.0,3,7424.593967517401
Jakkur,1485.0,3.0,72.0,3,4848.484848484848
7th Phase JP Nagar,990.0,2.0,50.0,2,5050.50505050505
Kothanur,1185.0,2.0,59.0,2,4978.9029535864975
Kadubeesanahalli,1140.0,2.0,78.0,2,6842.105263157895
Yelahanka,1756.0,3.0,125.0,3,7118.451025056947
other,1025.0,2.0,48.0,2,4682.926829268293
Whitefield,1216.0,2.0,72.0,2,5921.0526315789475
Sarjapur  Road,1026.0,2.0,60.8,2,5925.925925925926
Begur,1411.0,2.0,60.0,3,4252.303330970943
Bannerghatta,1320.0,2.0,50.0,2,3787.878787878788
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
other,1750.0,3.0,120.0,3,6857.142857142857
TC Palaya,1152.0,2.0,55.0,2,4774.305555555556
Thanisandra,965.0,2.0,54.0,2,5595.854922279793
Lingadheeranahalli,1684.0,3.0,120.0,3,7125.890736342043
Hennur Road,1672.0,3.0,86.0,3,5143.540669856459
Panathur,1075.0,2.0,60.0,2,5581.395348837209
other,1464.0,3.0,56.0,3,3825.136612021858
Hebbal,1420.0,2.0,99.26,2,6990.140845070423
Yeshwanthpur,1169.0,2.0,64.08,2,5481.6082121471345
Kengeri,1160.0,2.0,40.6,2,3500.0
Mysore Road,1500.0,3.0,70.0,3,4666.666666666667
Begur Road,1241.0,2.0,64.0,2,5157.13134568896
Sarjapur  Road,1025.0,2.0,45.5,2,4439.024390243902
Electronic City,1070.0,2.0,60.0,2,5607.476635514019
Kanakpura Road,2000.0,3.0,105.0,3,5250.0
Sarjapur  Road,1216.0,2.0,70.0,2,5756.578947368421
Kanakpura Road,1200.0,2.0,62.0,2,5166.666666666667
Marathahalli,1026.0,2.0,50.18,2,4890.83820662768
KR Puram,1205.0,2.0,45.79,2,3800.0
other,1368.0,2.0,87.0,2,6359.649122807017
Doddakallasandra,1270.0,2.0,42.0,2,3307.0866141732286
Margondanahalli,1050.0,2.0,58.0,2,5523.809523809524
Yelahanka,1408.0,2.0,58.0,2,4119.318181818182
other,1507.0,3.0,80.0,3,5308.560053085601
other,1160.0,2.0,57.0,2,4913.793103448276
Poorna Pragna Layout,960.0,2.0,50.0,2,5208.333333333333
NGR Layout,1021.0,2.0,46.0,2,4505.386875612145
Channasandra,1065.0,2.0,36.0,2,3380.281690140845
Bannerghatta Road,1465.0,2.0,75.0,3,5119.453924914676
Marathahalli,1800.0,3.0,95.0,3,5277.777777777777
other,1175.0,2.0,83.0,2,7063.829787234043
Sanjay nagar,1050.0,2.0,59.0,2,5619.047619047619
KR Puram,1827.0,3.0,97.0,3,5309.250136836344
Whitefield,1158.0,2.0,55.0,2,4749.568221070812
JP Nagar,1520.0,3.0,125.0,3,8223.684210526315
Kenchenahalli,1150.0,2.0,57.0,2,4956.521739130435
Yelahanka,1101.0,2.0,37.0,2,3360.581289736603
Hebbal,1252.0,2.0,92.0,2,7348.242811501597
Marathahalli,1650.0,3.0,85.0,3,5151.515151515152
Marathahalli,1270.0,2.0,80.0,2,6299.212598425197
Tumkur Road,992.0,2.0,70.0,2,7056.451612903225
BEML Layout,2000.0,3.0,85.0,3,4250.0
Electronic City,1190.0,2.0,42.0,2,3529.4117647058824
other,1400.0,3.0,98.0,3,7000.0
Kanakpura Road,1843.0,3.0,95.0,3,5154.639175257732
other,1138.0,2.0,32.0,2,2811.95079086116
other,1495.0,2.0,70.0,3,4682.274247491639
Whitefield,1396.0,3.0,74.0,3,5300.859598853868
other,1050.0,2.0,55.0,2,5238.0952380952385
Ramamurthy Nagar,1050.0,2.0,37.8,2,3599.9999999999995
Yelahanka,1104.0,2.0,58.0,2,5253.623188405797
Hennur Road,1165.0,2.0,67.0,2,5751.07296137339
Kudlu,1027.0,2.0,44.0,2,4284.323271665044
Hormavu,1310.0,2.0,60.0,2,4580.152671755725
other,1052.0,2.0,52.0,2,4942.9657794676805
Singasandra,1464.0,3.0,56.0,3,3825.136612021858
other,1000.0,2.0,45.0,2,4500.0
Electronic City,1150.0,2.0,38.08,2,3311.304347826087
Varthur,986.0,2.0,31.0,2,3144.0162271805275
other,1010.0,2.0,52.0,2,5148.514851485149
Banashankari,1260.0,2.0,75.0,2,5952.380952380952
Bellandur,1665.0,3.0,85.0,3,5105.105105105105
Subramanyapura,1800.0,3.0,80.0,3,4444.444444444444
Harlur,1197.0,2.0,75.0,2,6265.664160401003
other,1050.0,2.0,45.0,2,4285.714285714285
other,1567.0,2.0,62.0,3,3956.6049776643267
Kasavanhalli,1747.0,3.0,110.0,3,6296.508299942759
Ramagondanahalli,1475.0,2.0,55.0,3,3728.813559322034
Hennur Road,980.0,2.0,51.0,2,5204.081632653061
other,966.0,2.0,58.0,2,6004.140786749483
Sarjapur  Road,1112.0,2.0,62.0,2,5575.5395683453235
other,1760.0,3.0,90.0,3,5113.636363636364
Hennur,1830.0,2.0,113.0,3,6174.863387978142
Yelahanka,1175.0,2.0,67.77,2,5767.659574468085
Whitefield,1175.0,2.0,41.0,2,3489.3617021276596
Horamavu Banaswadi,1025.0,2.0,45.0,2,4390.243902439024
Hennur Road,1232.0,2.0,80.0,2,6493.506493506494
5th Phase JP Nagar,1010.0,2.0,57.0,2,5643.564356435643
Sarjapur  Road,1273.0,2.0,60.0,2,4713.275726630008
Battarahalli,1590.0,2.0,102.0,2,6415.094339622641
other,1100.0,2.0,58.5,2,5318.181818181818
Yelahanka,1322.0,2.0,77.9,2,5892.586989409986
Harlur,1755.0,3.0,117.0,3,6666.666666666667
Electronic City Phase II,1135.0,2.0,46.0,2,4052.863436123348
Nagavarapalya,1260.0,2.0,85.5,2,6785.714285714285
other,1236.0,2.0,50.0,2,4045.3074433656957
KR Puram,1075.0,2.0,32.25,2,3000.0
BEML Layout,2000.0,3.0,85.0,3,4250.0
Kadugodi,1150.0,2.0,42.0,2,3652.1739130434785
Hennur Road,1085.0,2.0,43.4,2,4000.0
Bannerghatta Road,1920.0,3.0,122.0,3,6354.166666666667
Kothannur,1085.0,2.0,34.2,2,3152.0737327188945
Sahakara Nagar,1201.0,2.0,80.0,2,6661.1157368859285
Electronic City,1615.0,3.0,97.0,3,6006.1919504643965
HSR Layout,1289.0,2.0,70.0,2,5430.566330488751
Kasavanhalli,1377.0,2.0,80.0,2,5809.731299927378
Electronic City,1165.0,2.0,33.65,2,2888.412017167382
Thanisandra,1260.0,2.0,45.5,2,3611.1111111111113
other,1095.0,2.0,39.0,2,3561.6438356164385
other,1050.0,2.0,65.0,2,6190.476190476191
Seegehalli,1176.0,2.0,50.0,2,4251.700680272109
Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
Whitefield,1315.0,2.0,55.0,2,4182.509505703422
Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
Hoskote,1065.0,2.0,33.75,2,3169.0140845070423
Balagere,1205.0,2.0,67.0,2,5560.165975103734
Uttarahalli,1160.0,2.0,40.58,2,3498.2758620689656
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
other,1681.0,3.0,69.0,3,4104.699583581201
Bommasandra Industrial Area,1130.0,2.0,32.64,2,2888.495575221239
Kanakpura Road,1843.0,3.0,90.0,3,4883.342376559956
Bommasandra Industrial Area,1065.0,2.0,30.75,2,2887.323943661972
Thubarahalli,1885.0,3.0,85.52,3,4536.870026525199
R.T. Nagar,1500.0,2.0,45.0,2,3000.0
Panathur,1210.0,2.0,69.0,2,5702.479338842975
TC Palaya,1126.0,2.0,39.4,2,3499.1119005328596
Rayasandra,1357.0,2.0,59.0,3,4347.826086956522
Hennur Road,950.0,2.0,55.0,2,5789.473684210527
Bellandur,960.0,2.0,48.0,2,5000.0
other,1625.0,3.0,92.0,3,5661.538461538462
Ambalipura,1607.0,2.0,112.0,3,6969.508400746733
Kanakpura Road,900.0,2.0,46.29,2,5143.333333333333
other,1080.0,2.0,38.0,2,3518.5185185185187
other,1269.0,2.0,97.0,2,7643.81402679275
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Haralur Road,1890.0,3.0,84.0,3,4444.444444444444
Electronic City Phase II,1165.0,2.0,33.64,2,2887.5536480686696
BTM Layout,1196.0,2.0,56.81,2,4750.0
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
Old Madras Road,1630.0,3.0,110.0,3,6748.4662576687115
